Event,RunTime,ADC,SiPM,DownTime,Temp
7892,69157341,403,88.99,12917782,28.2
7893,69168791,575,187.3,12919841,27.99
7894,69174914,359,69.86,12920983,28.2
7895,69177346,369,73.42,12921543,28.2
7896,69183344,419,97.2,12922667,28.1
7897,69184993,432,101.61,12922861,28.1
7898,69189960,376,76.43,12923802,28.31
7899,69195818,359,69.86,12924927,28.1
7900,69212994,352,66.89,12928084,28.31
7901,69219259,483,132.6,12929392,27.99
7902,69221850,344,64.67,12929772,28.31
7903,69227225,369,73.42,12930890,28.31
7904,69232988,236,40.44,12931828,28.1
7905,69233795,515,147.53,12932019,27.99
7906,69234852,255,43.96,12932212,28.31
7907,69239237,497,142.37,12933143,28.1
7908,69252281,270,46.71,12935600,28.31
7909,69252350,291,50.97,12935605,28.31
7910,69284296,399,87.3,12941558,28.31
7911,69288935,376,76.43,12942315,28.2
7912,69329903,415,95,12949970,28.2
7913,69347351,591,188.65,12953335,28.1
7914,69351301,472,125.87,12954096,27.99
7915,69352267,408,90.57,12954289,27.99
7916,69353701,433,104.37,12954481,28.2
7917,69354338,783,633.54,12954673,27.99
7918,69354996,391,82.35,12954680,28.31
7919,69355751,399,87.3,12954873,28.2
7920,69377907,441,109.77,12958983,28.2
7921,69383684,435,104.92,12960108,28.2
7922,69395980,633,241.23,12962355,28.1
7923,69408711,396,85.28,12964817,28.2
7924,69426637,408,90.57,12968178,28.2
7925,69442921,675,317.99,12971172,28.1
7926,69472702,455,117.03,12976838,28.31
7927,69479735,476,129.76,12978158,28.1
7928,69498960,444,109.09,12981726,28.1
7929,69501770,422,97.97,12982292,28.1
7930,69530212,775,556.41,12987717,28.1
7931,69551329,355,68.3,12991686,28.1
7932,69552334,384,80.08,12991878,28.2
7933,69561861,408,90.57,12993565,28.2
7934,69565840,332,61.17,12994316,28.31
7935,69578674,319,57.64,12996735,28.31
7936,69591983,499,141.24,12999152,27.99
7937,69603992,483,132.6,13001424,28.1
7938,69622363,380,78.12,13004995,28.1
7939,69634238,432,101.61,13007236,28.2
7940,69645453,385,80.11,13009305,28.1
7941,69646865,480,130.21,13009497,28.2
7942,69655737,366,72.41,13011193,28.31
7943,69665323,497,142.37,13013065,28.2
7944,69671708,335,61.77,13014199,28.2
7945,69691226,371,73.82,13017918,28.2
7946,69693425,497,142.37,13018295,27.99
7947,69700843,412,92.93,13019620,28.2
7948,69712354,339,62.98,13021864,28.31
7949,69719329,344,64.67,13023170,27.99
7950,69719919,481,129.57,13023175,28.1
7951,69728847,57,16.93,13024864,28.31
7952,69739416,327,59.28,13026899,28.31
7953,69748929,531,160.62,13028573,27.99
7954,69750296,143,25.74,13028955,28.31
7955,69757900,575,187.3,13030255,27.99
7956,69763441,227,38.83,13031393,28.31
7957,69763857,467,121.56,13031399,28.2
7958,69765772,335,61.77,13031779,28.31
7959,69772434,412,92.93,13033080,28.2
7960,69772699,355,68.3,13033085,28.31
7961,69781735,398,85.63,13034769,28.1
7962,69798238,398,85.63,13037953,28.2
7963,69809889,319,57.64,13040013,28.31
7964,69810797,399,87.3,13040203,28.1
7965,69815920,355,68.3,13041143,28.2
7966,69818246,435,104.92,13041703,28.2
7967,69818676,344,64.67,13041709,28.31
7968,69832877,399,87.3,13044315,28.2
7969,69846191,561,174.17,13046931,27.99
7970,69846935,408,90.57,13046937,28.2
7971,69849993,408,90.57,13047502,28.2
7972,69850490,448,112.41,13047693,27.99
7973,69852330,422,97.97,13048073,28.31
7974,69864901,368,72.93,13050321,28.2
7975,69873768,403,88.99,13052003,28.2
7976,69916465,319,57.64,13060036,28.31
7977,69964236,432,101.61,13068959,28.2
7978,69988520,499,141.24,13073440,28.1
7979,69991187,280,48.67,13074010,28.2
7980,69994212,318,57.28,13074571,28.31
7981,70004715,460,119.54,13076437,28.1
7982,70006343,209,35.61,13076817,28.31
7983,70015783,384,80.08,13078500,28.31
7984,70023508,483,132.6,13079998,28.2
7985,70031331,385,80.11,13081506,28.2
7986,70041945,364,71.71,13083377,28.2
7987,70042246,295,51.75,13083568,28.31
7988,70048270,515,147.53,13084687,27.99
7989,70049210,67,18.51,13084882,28.31
7990,70051874,428,101.58,13085256,28.31
7991,70056788,432,101.61,13086196,28.1
7992,70064500,398,85.63,13087692,28.31
7993,70070282,345,64.98,13088815,28.31
7994,70079337,312,55.68,13090494,28.31
7995,70085997,384,80.08,13091614,28.2
7996,70087375,364,71.71,13091992,28.31
7997,70090924,547,162.22,13092557,27.88
7998,70092315,62,17.75,13092940,28.31
7999,70092913,384,80.08,13092945,28.2
8000,70095523,396,85.28,13093510,28.31
8001,70109858,358,69.1,13096137,28.2
8002,70130453,441,109.77,13100060,28.2
8003,70133986,409,91.12,13100628,28.31
8004,70134884,391,82.35,13100820,28.2
8005,70160837,368,72.93,13105679,28.2
8006,70163234,391,82.35,13106243,28.1
8007,70189219,396,85.28,13111107,28.31
8008,70206443,620,217.12,13114280,28.2
8009,70217219,627,249.17,13116369,28.2
8010,70219886,345,64.98,13116753,28.31
8011,70219927,527,155.96,13116758,28.2
8012,70235499,440,109.25,13119777,28.2
8013,70246412,327,59.28,13121845,28.2
8014,70246931,376,76.43,13121851,28.31
8015,70250222,384,80.08,13122603,28.31
8016,70257428,505,145.23,13123915,28.2
8017,70268391,359,69.86,13125996,28.31
8018,70285520,368,72.93,13129154,28.31
8019,70286239,499,141.24,13129346,28.1
8020,70287548,344,64.67,13129540,28.2
8021,70290245,376,76.43,13130101,28.31
8022,70294285,312,55.68,13130851,28.31
8023,70305974,387,81.05,13132898,28.31
8024,70313260,472,125.87,13134398,28.1
8025,70318226,524,150.73,13135345,27.99
8026,70323373,348,65.64,13136292,28.31
8027,70358992,287,50.23,13142812,28.31
8028,70361520,510,148.47,13143375,27.99
8029,70380868,504,143.61,13146967,28.1
8030,70395893,344,64.67,13149799,28.31
8031,70396986,399,87.3,13149991,28.31
8032,70399296,355,68.3,13150554,28.31
8033,70403314,499,141.24,13151305,28.2
8034,70413554,384,80.08,13153195,28.2
8035,70419252,380,78.12,13154321,28.31
8036,70437477,371,73.82,13157687,28.31
8037,70441789,415,95,13158439,28.1
8038,70449930,384,80.08,13159940,28.31
8039,70470331,497,142.37,13163866,28.2
8040,70470435,371,73.82,13163871,28.31
8041,70493581,325,59.05,13168174,28.31
8042,70498949,143,25.74,13169109,28.31
8043,70499219,449,112.05,13169298,28.1
8044,70499226,560,175.34,13169303,28.2
8045,70503459,352,66.89,13170076,28.31
8046,70507310,384,80.08,13170831,28.31
8047,70509369,318,57.28,13171210,28.31
8048,70518416,414,93.93,13172884,28.2
